Frame,Target_ID,CX,CY,Area,IoU_Similarity,RD,BMS,Final_Result
74,0,312,220,250.5,0.9558,0.0,0.0,0
74,1,298,194,157.0,0.7796,0.23,0.03,1
74,8,173,155,24.0,0.7234,0.0,0.0,1
74,3,139,118,1686.0,0.909,0.44,0.03,0
75,0,312,220,250.5,1.0,0.0,0.0,0
75,1,298,194,161.0,0.9788,0.29,0.02,0
75,9,171,155,45.5,-1,0.0,0.0,1
75,3,139,119,1639.5,0.9394,0.41,0.03,0
76,0,312,220,250.5,1.0,0.0,0.0,0
76,1,298,194,159.5,0.9686,0.29,0.02,0
76,3,138,118,1639.5,0.9294,0.41,0.03,0
77,0,312,220,246.5,0.9858,0.0,0.0,0
77,1,298,194,162.0,0.9842,0.29,0.02,0
77,3,139,118,1553.0,0.8938,0.35,0.03,0
78,0,312,220,250.5,0.9858,0.0,0.0,0
78,1,298,194,164.0,0.959,0.29,0.02,0
78,3,139,118,1495.0,0.9191,0.35,0.03,0
79,0,312,220,250.5,1.0,0.0,0.0,0
79,1,298,194,164.0,1.0,0.29,0.02,0
79,3,138,118,1509.0,0.9912,0.36,0.03,0
80,0,312,220,250.5,1.0,0.0,0.0,0
80,1,298,194,159.0,0.974,0.29,0.02,0
80,3,139,118,1425.5,0.9347,0.32,0.03,0
81,0,312,220,260.5,0.9623,0.0,0.0,0
81,1,298,194,154.0,0.9524,0.29,0.02,0
81,3,139,118,1445.5,0.9309,0.34,0.02,0
82,0,312,220,258.0,0.9897,0.0,0.0,0
82,1,297,194,144.0,0.9396,0.16,0.03,0
82,3,139,118,1343.5,0.9316,0.34,0.02,0
83,0,312,220,254.0,0.9862,0.0,0.0,0
83,1,297,194,148.5,0.9438,0.16,0.02,0
83,3,138,117,1342.0,0.9188,0.38,0.03,0
84,0,312,220,258.0,0.9862,0.0,0.0,0
84,1,298,194,152.0,0.9451,0.23,0.03,0
84,3,138,117,1434.0,0.8739,0.38,0.02,1
85,0,312,220,258.0,1.0,0.0,0.0,0
85,1,298,194,152.0,1.0,0.12,0.02,0
85,3,138,117,1434.0,1.0,0.38,0.02,0
86,0,312,220,264.0,0.9797,0.0,0.0,0
86,1,297,194,150.5,0.9615,0.12,0.02,0
86,3,137,118,1454.5,0.8941,0.47,0.02,0
87,0,312,220,254.5,0.9627,0.0,0.0,0
87,1,298,194,143.5,0.9551,0.12,0.02,0
87,3,136,119,1531.5,0.9448,0.49,0.02,0
88,0,312,220,270.5,0.9435,0.0,0.0,0
88,1,298,194,152.0,0.9497,0.12,0.02,0
88,3,136,119,1471.5,0.9087,0.49,0.02,0
89,0,312,220,270.5,1.0,0.0,0.0,0
89,1,297,194,139.5,0.8956,0.0,0.03,0
89,3,135,120,1511.0,0.9551,0.48,0.02,0
90,0,312,220,262.5,0.9734,0.0,0.0,0
90,1,298,194,155.0,0.9071,0.1,0.03,0
90,3,134,119,1494.0,0.898,0.48,0.02,0
91,0,312,220,262.5,1.0,0.0,0.0,0
91,1,298,194,155.0,1.0,0.1,0.03,0
91,3,134,119,1498.5,0.9968,0.49,0.02,0
92,0,312,220,262.5,1.0,0.0,0.0,0
92,1,298,194,155.0,1.0,0.1,0.03,0
92,3,134,120,1474.5,0.9387,0.49,0.02,0
93,0,312,220,262.5,1.0,0.0,0.0,0
93,1,298,194,151.5,0.9053,0.1,0.03,0
93,3,134,120,1519.5,0.9173,0.49,0.02,0
94,0,312,220,262.5,1.0,0.0,0.0,0
94,1,298,194,152.5,0.9511,0.1,0.03,0
94,3,134,119,1379.0,0.9064,0.45,0.02,0
95,0,312,220,258.5,0.9863,0.0,0.0,0
95,1,298,193,135.0,0.8895,0.12,0.03,0
95,3,134,118,1332.5,0.8675,0.47,0.02,1
96,0,312,220,267.0,0.9567,0.0,0.0,0
96,1,298,194,147.5,0.8722,0.08,0.03,1
96,3,133,119,1295.0,0.9223,0.49,0.02,0
97,0,312,220,267.0,1.0,0.0,0.0,0
97,1,298,194,147.5,1.0,0.08,0.03,0
97,3,133,119,1295.0,1.0,0.47,0.02,0
