Frame,Target_ID,CX,CY,Area,IoU_Similarity,RD,BMS,Final_Result
58,0,312,220,244.5,0.9786,0.14,0.01,0
58,1,294,196,35.0,0.9348,0.0,0.09,0
58,2,146,118,1595.5,0.9743,0.73,0.01,0
59,0,312,220,256.0,0.9444,0.14,0.01,0
59,1,294,196,35.0,1.0,0.0,0.09,0
59,2,146,118,1558.0,0.9778,0.79,0.01,0
60,0,312,220,256.0,1.0,0.14,0.01,0
60,1,294,196,35.0,1.0,0.0,0.09,0
60,2,146,119,1614.0,0.9185,0.73,0.01,0
61,0,312,220,260.0,0.9862,0.14,0.01,0
61,1,294,196,35.0,1.0,0.06,0.08,0
61,2,146,118,1653.0,0.9774,0.7,0.01,0
62,0,312,220,260.5,0.9695,0.14,0.01,0
62,1,294,196,32.0,0.8723,0.07,0.08,1
62,2,144,118,1611.0,0.8998,0.71,0.01,0
63,0,312,220,248.5,0.9553,0.14,0.01,0
63,1,294,196,36.0,0.8936,0.11,0.07,0
63,2,143,119,1525.5,0.9043,0.71,0.02,0
64,0,312,220,246.5,0.9786,0.14,0.01,0
64,1,293,195,26.0,0.7447,0.14,0.08,1
64,2,143,119,1501.5,0.8966,0.69,0.02,0
65,0,312,220,248.5,0.9786,0.0,0.01,0
65,1,294,196,36.0,0.7083,0.07,0.08,1
65,2,143,119,1465.0,0.9233,0.69,0.02,0
66,0,312,220,250.5,0.9648,0.0,0.01,0
66,1,293,195,27.5,0.7872,0.14,0.09,1
66,2,143,118,1377.0,0.9165,0.66,0.02,0
67,0,312,220,246.5,0.9857,0.2,0.01,0
67,1,293,196,20.0,0.7568,0.12,0.1,1
67,2,143,118,1370.5,0.9959,0.64,0.02,0
68,0,312,220,248.5,0.9507,0.2,0.01,0
68,2,143,118,1316.5,0.9152,0.64,0.02,0
69,0,312,220,252.5,0.9858,0.0,0.01,0
69,3,293,196,20.0,-1,0.0,0.0,1
69,2,142,117,1273.0,0.9163,0.65,0.02,0
70,0,312,220,252.5,1.0,0.0,0.01,0
70,3,293,196,20.0,1.0,0.0,0.0,0
70,2,142,119,1272.5,0.8735,0.56,0.02,1
71,0,312,220,250.5,0.9929,0.33,0.01,0
71,3,293,196,20.0,1.0,0.0,0.0,0
71,2,141,119,1284.0,0.9228,0.59,0.02,0
72,0,312,220,260.5,0.9622,0.33,0.01,0
72,3,295,196,21.0,0.5128,0.0,0.0,0
72,2,140,118,1375.0,0.8715,0.6,0.02,1
73,0,312,220,260.5,1.0,0.33,0.01,0
73,3,295,196,21.0,1.0,0.0,0.0,0
73,2,140,118,1374.0,0.9993,0.59,0.02,0
74,0,312,220,248.5,0.9553,0.33,0.01,0
74,4,294,196,40.5,-1,0.0,0.0,1
74,2,139,119,1386.5,0.9256,0.59,0.02,0
75,0,312,220,254.5,0.9754,0.0,0.0,0
75,4,294,195,45.5,0.8966,0.0,0.0,0
75,2,139,119,1351.0,0.9472,0.54,0.02,0
76,0,312,220,254.5,1.0,1.0,0.0,0
76,4,295,195,39.0,0.8621,0.0,0.0,1
76,2,137,119,1386.5,0.8835,0.59,0.02,0
77,0,312,220,246.5,0.9412,1.0,0.0,0
77,4,296,196,51.5,0.7692,0.0,0.0,1
77,2,137,119,1324.5,0.9368,0.59,0.02,0
78,0,312,220,252.5,0.9787,1.0,0.0,0
78,4,295,196,46.5,0.9077,0.0,0.0,0
78,2,137,119,1330.0,0.9572,0.59,0.02,0
79,0,312,220,252.5,1.0,1.0,0.0,0
79,4,295,196,46.5,1.0,0.0,0.0,0
79,2,137,119,1342.0,0.9915,0.56,0.02,0
80,0,312,220,254.5,0.9619,1.0,0.0,0
80,4,294,195,39.5,0.7188,0.0,0.0,1
80,2,137,119,1274.0,0.936,0.56,0.02,0
81,0,312,220,268.0,0.9532,1.0,0.0,0
81,4,294,195,39.5,1.0,0.0,0.0,0
81,2,137,118,1281.5,0.9304,0.54,0.02,0
82,0,312,220,268.0,1.0,1.0,0.0,0
82,4,294,195,38.0,0.9608,0.0,0.0,0
82,2,137,118,1184.5,0.9082,0.53,0.02,0
83,0,312,220,272.0,0.9578,1.0,0.0,0
83,4,295,196,50.0,0.6471,0.0,0.0,1
83,2,137,118,1176.0,0.9477,0.53,0.02,0
